,Location,Price,Name,Date,Feature0,Feature1,Feature3,Feature2
407,"Số nhà 5, kiệt 256, đường Âu Cơ, Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 19.8 m2","Phòng trọ cao cấp Âu Cơ, Liên Chiểu",Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 19.8 m²,,Tình trạng nội thất: Nội thất đầy đủ
408,"178, Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng- 15 m2,Cho thuê phòng trọ gần bến xe.,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 15 m²,,
409,"Nguyễn Duy Trinh, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,9 triệu/tháng- 100 m2",Nhà cho thuê nguyên căn,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 100 m²,Số tiền cọc: 1.800.000 đ,Tình trạng nội thất: Nhà trống
410,"kiệt 127/01, Đồng Kè, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng- 20 m2,CHO THUÊ PHÒNG TRỌ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
411,"ngô mây, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 120 m2",Cho thuê nhà cấp 4 gần cầu Cẩm Lệ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 120 m²,,
412,"88, ĐẶNG MINH KHIÊM, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 15 m2,"CHO THUÊ PHÒNG TRỌ THÁNG MỚI XÂY, CỰC ĐẸP,",Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,
413,"Đường Trần Quang Khải, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","1,7 triệu/tháng- 18 m2",Phòng trọ có điều hoà gần chợ Mai-Thọ Quang,Tin môi giới đăng 4 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 800.000 đ,
414,"ĐT.605, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng",1 triệu/tháng- 12 m2,cho thuê nhà cont,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nhà trống
415,"Phạm Như Sương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","2,2 triệu/tháng- 30 m2",Cho thuê nhà trọ mới,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.200.000 đ,
416,"Đường Nguyễn Đình Trân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,3 triệu/tháng- 12 m2",Phòng trọ đường Nguyễn Đình Trân Ngũ Hành Sơn,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 12 m²,,
417,"139/17, Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 25 m2",Phòng trọ kiệt ô tô K139/17 Tôn Đản,Tin môi giới đăng 4 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
418,"Mai đăng chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 30 m2,Trọ Mai đăng chơn,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500 đ,
419,"Trần Duy Chiến, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng","2,5 triệu/tháng- 30 m2","Nhà trọ 30m2 đường Trần Duy Chiến, Sơn Trà Đã Nẵng",Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 30 m²,,
420,"356/89/32, Kiệt 356 Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",1 triệu/tháng- 10 m2,phòng trọ hoàng diệu,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 10 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
421,"K672/8, Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 16 m2",CHO THUÊ PHÒNG TRỌ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 16 m²,,Tình trạng nội thất: Nhà trống
422,"382/40 Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",6 triệu/tháng- 84 m2,nha cho thuê nguyên căn,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 84 m²,,
423,"46, Sử Hy Nhan, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 18 m2",Cho thuê phòng trọ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500 đ,
424,"Phùng Hưng, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng- 40 m2",CHO THUÊ PHÒNG RỘNG. THOÁNG MÁT,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 40 m²,,Tình trạng nội thất: Nhà trống
425,"Nguyễn Minh Chấn, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng- 30 m2,phòng trọ mới xây đầy đủ tiện nghi,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
426,"An Nhơn 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","3,3 triệu/tháng- 25 m2",Căn Hộ cao cấp Full nội thất tiện ích,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 3.300.000 đ,Tình trạng nội thất: Nội thất cao cấp
427,"Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 18 m2,cho thuê phòng trọ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
428,"423/23, Đường Trưng Nữ Vương, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 20 m2,Cho thuê phòng trọ trung tâm giá rẻ -,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 2.000.000 đ,
429,"309, Đường Lê Văn Hiến, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1 triệu/tháng- 16 m2,Phòng trọ ngũ hành sơn đầy đủ tiện nghi,Tin môi giới đăng 4 tuần trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
430,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 22 m2",Phòng trọ 22m2 khu vực Thanh Khê,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 22 m²,,Tình trạng nội thất: Nhà trống
431,"k9/14, đường ngũ hành sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,6 triệu/tháng- 20 m2",PHÒNG TRỌ KINH TẾ BÌNH DÂN,Tin môi giới đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
432,"142/4, Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,6 triệu/tháng- 20 m2",Phòng trọ cho thuê,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,,
433,"759/21, trần cao vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",2 triệu/tháng- 40 m2,Mik cần 1 phòng cần cho thuê tại 759 Trần Cao Vân,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 40 m²,Số tiền cọc: 10 đ,Tình trạng nội thất: Nhà trống
434,"Đường Hoàng Đức Lương, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","1,8 triệu/tháng- 16 m2",Cho thuê Phòng trọ khu vực cầu sông Hàn,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 16 m²,,
435,"Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng- 35 m2,Phòng trọ cao cấp 35m2 ngay bến xe TT,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 35 m²,,Tình trạng nội thất: Nội thất đầy đủ
436,"Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 20 m2",Phòng trọ cách Đại Học Kiến Trúc 50m,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
437,"Kiệt Phạm Như Sương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","2,2 triệu/tháng- 30 m2",Cho thuê phòng trọ lâu dài,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.200.000 đ,
438,"79/10, 79/10 An Trung Đông, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",1 triệu/tháng- 50 m2,TRỌ CHO NỮ ĐẦU CẦU RỒNG FULL NỘI THẤT,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 50 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất cao cấp
439,"K22/2a Phan Khoang, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê nhà trọ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 15 m²,,
440,"Thôn Nhơn Thọ 2, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng","1,2 triệu/tháng- 25 m2","Cần cho thuê phòng trọ giá rẻ , rộng rãi",Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nội thất đầy đủ
441,"Hồng Phước 3, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,1 triệu/tháng- 22 m2",Phòng trọ khu công nghiệp Hoà Khánh 22m2-free wifi,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
442,"Khánh An 6, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",2 triệu/tháng- 25 m2,🌻CHO THUÊ PHÒNG TRỌ🌻,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,
443,"541/17, Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,7 triệu/tháng- 16 m2","Phòng trọ 16m² đường Núi Thành, Quận Hải Châu",Tin môi giới đăng 4 tuần trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,
444,"Hoà Nam 2, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",600.000 đ/tháng- 15 m2,Tìm người ở ghép,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 250 đ,
445,"Cẩm bắc 5, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 20 m2",Cho thuê phòng trọ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,,
446,"Tổ 37C, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","2,4 tỷ/tháng- 100 m2","CẦN BÁN NHÀ TRỌ GẦN ĐH BÁCH KHOA, TIỆN ÍCH ĐẦU ĐỦ",Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 100 m²,Số tiền cọc: 240.000.000 đ,
447,"Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 20 m2",Cho theu phong trọ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.200.000 đ,Tình trạng nội thất: Nhà trống
448,"k144, Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng- 16 m2",cho thuê phòng trọ,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 16 m²,,
449,"Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","1,4 triệu/tháng- 20 m2",phòng trọ cho thuê 20m2 tiểu la quận Hải Châu,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
450,"20, Đường Vạn Tường, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,8 triệu/tháng- 25 m2",Nhà trọ Vui Vẻ(ngay chợ Hòa Hải),Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
451,"Đường Hoàng Văn Thụ, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng","1,6 triệu/tháng- 4 m2",PHÒNG TRỌ CAO CẤP CHỈ 1TR6/THÁNG/NGƯỜI TRỌN GÓI,Tin cá nhân đăng 4 tuần trước,Cho thuê,Diện tích: 4 m²,Số tiền cọc: 1.600.000 đ,Tình trạng nội thất: Nội thất đầy đủ
452,"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,5 triệu/tháng- 20 m2",Phòng trọ 20 m2 sạch sẽ giá rẻ,Tin môi giới đăng 4 tuần trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.500.000 đ,Tình trạng nội thất: Nhà trống
453,"Phùng Hưng, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","2,8 triệu/tháng- 40 m2",Cho thuê phòng quận Thanh Khê,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 40 m²,Số tiền cọc: 2.800.000 đ,
454,"Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 45 m2",CHO THUÊ PHÒNG TRỌ ĐỖ THÚC TỊNH,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 45 m²,,Tình trạng nội thất: Nội thất đầy đủ
455,"Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 25 m2,Cho thuê trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,,
456,"65, Bầu gia thượng 3,, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 25 m2",Phòng trọ cho thuê 25 m2 có gác lửng vệ sinh sạch,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,
457,"Đường Trần Đức Thảo, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","3,3 triệu/tháng- 20 m2",CĂN HỘ MINI NGAY PHAN ĐĂNG LƯU-HẢI CHÂU,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 3.300.000 đ,
458,"114, Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 30 m2",Cho thuê phòng trọ Liên Chiểu (Không chung chủ).,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
459,"64K, Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,6 triệu/tháng- 15 m2","Phòng trọ 15m2 đường Nguyễn Sơn,gần trường Skyline",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nhà trống
460,"Hoá sơn 4, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","3,5 triệu/tháng- 35 m2",Cho Thuê pòng 2 mặt tiền đường Hoá Sơn - Hải Châu,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 1.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
461,"Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 30 m2",Cho thuê phòng trọ sinh viên,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,
462,"Nguyễn Khắc Nhu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,3 triệu/tháng- 20 m2",Có 3 phòng trọ Ng Khắc Nhu & Phạm Như Xương,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,
463,"Đường Lê Quang Sung, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 14 m2",Phòng trọ đường Lê Quang Sung trung tâm Thanh khê,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 14 m²,Số tiền cọc: 500.000 đ,
464,"Tổ 8, P. Hòa Thọ Tây, Đường Nguyễn Như Đổ, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng","2,6 tỷ/tháng- 152 m2",Cần Bán Lô Đất Tổ 8 P.Hòa Thọ Tây- Q. Cẩm Lệ- TPĐN,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 152 m²,Số tiền cọc: 500.000.000 đ,
465,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",800.000 đ/tháng- 4 m2,"Phòng mini 1 người (Nữ)gần chợ Hoà Cường, Hải châu",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 4 m²,Số tiền cọc: 500.000 đ,
466,"Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 22 m2","Nhà trọ 4 tầng mới, có lửng, gần ĐH Kinh tế",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 22 m²,,
467,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","5,5 triệu/tháng- 30 m2",CHO THUÊ CĂN HỘ SƠN TRÀ,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
468,"NGUYỄN DUY TRINH, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,3 triệu/tháng- 15 m2","Phòng trọ 15m2 đường Nguyễn Duy Trinh, Đà Nẵng",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
469,"79, Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 60 m2",PHÒNG TRỌ 60M2 TẦNG 2,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 60 m²,Số tiền cọc: 2.000.000 đ,
470,"Đường Hóa Sơn 4, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","3,5 triệu/tháng- 30 m2",Cho thuê trọ 3 mặt tiền thoáng trường KIến trúc,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
471,"Nguyễn Duy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 24 m2,Cho thuê phòng trọ mặt tiền gần Đại học Ngoại Ngữ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 24 m²,,
472,"09/17, Trần Huấn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 30 m2",nhà trọ cao cấp,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 200.000 đ,
473,"128, Đường Nguyễn Xuân Hữu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng","1,7 triệu/tháng- 30 m2",Phòng trọ cẩm lệ đà nẵng,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.000.000 đ,
474,"Hẻm, Trần cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",800.000 đ/tháng- 20 m2,Cho thuê phòng trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,
475,"128, Đường Mai Am, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","4,5 triệu/tháng- 25 m2",Căn hộ cho thuê ở 126-128 Mai Am,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 4.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
476,"Đường Đỗ Đăng Tuyển, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 20 m2","Phòng trọ 20m2 đường đỗ đăng tuyển, quận cẩm lệ",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1 đ,Tình trạng nội thất: Nhà trống
477,"59, Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","3,5 triệu/tháng- 26 m2","CĂN HỘCAO CẤP MỚI XÂY, 2 MẶT TIỀN, QUẬN HẢI CHÂU",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 26 m²,Số tiền cọc: 3.500.000 đ,
478,"Minh mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng- 25 m2","💥💥 Cho Thuê Trọ , đường Minh Mạng , NHS - Đà Nẵng.",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.200.000 đ,Tình trạng nội thất: Nội thất đầy đủ
479,"Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","1,8 triệu/tháng- 18 m2",phòng trọ đường dương đình nghệ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 18 m²,,
480,"V5.B05.36, Đường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,7 triệu/tháng- 45 m2",Cho thuê căn hộ Mini khu đô thị FPT City Đà Nẵng,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 45 m²,Số tiền cọc: 3.700.000 đ,Tình trạng nội thất: Nội thất đầy đủ
481,"v5.b05.36, Nam Kỳ Khởi nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,7 triệu/tháng- 45 m2",Cho Thuê Căn Hộ Mini tạo FPT City Đà Nẵng,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 45 m²,Số tiền cọc: 3.700.000 đ,Tình trạng nội thất: Nội thất đầy đủ
482,"46, Đường Mẹ Suốt, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,8 triệu/tháng- 16 m2",Phòng trọ Mẹ Suốt Liên Chiểu Đại Học Sư Phạm,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.800.000 đ,
483,"Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 25 m2,Phòng trọ k308 hoàng diệu,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
484,"93, Đường Đặng Chiêm, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800.000 đ/tháng- 15 m2,Phòng trọ 15m2 đường đặng chiêm,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nhà trống
485,"Trần Ngọc Sương, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",1 triệu/tháng- 16 m2,Cho thuê phòng trọ. P Hoà Thọ Đông. Cẩm Lệ. 1 tr/t,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
486,"33 Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng","2,5 triệu/tháng- 2.133 m2","Cho thuê phòng NỮ, đầy đủ nội thất",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 2133 m²,,
487,"Đường Chu Lai, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 25 m2","Phòng Trọ Chợ Non Nước, Hòa Hải",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
488,"Đường Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 50 m2,TRỌ SƠN TRÀ 50M2 GIÁ MÙA COVID,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 50 m²,,
489,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 30 m2",Cho thuê phòng trọ quận Ngũ Hành Sơn,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 1.500.000 đ,
490,"Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 20 m2,Phòng trọ cách Đại học Kinh tế 500m,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,
491,"Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","4,2 triệu/tháng- 50 m2",cho thuê căn hộ full nội thất,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 50 m²,Số tiền cọc: 4.200.000 đ,Tình trạng nội thất: Nội thất cao cấp
492,"K120/h2/16, Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800.000 đ/tháng- 20 m2,Phòng trọ k120 Nguyễn Lương Bằng,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 100.000 đ,Tình trạng nội thất: Nhà trống
493,"80 82, Thanh Lương 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,2 triệu/tháng- 12 m2",Cho thuê Phòng Trọ GIá Rẻ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 1.200.000 đ,
494,"Đường Số 3, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",800.000 đ/tháng- 25 m2,Phòng trọ 25 m2,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
