,Location,Price,Name,area,Feature2,Feature3,Feature4,Feature5,Feature6,Feature10
421,"Địa chỉ: 388/2 Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",3.5 triệu,"Phòng trọ 388/2 Núi Thành, Đà Nẵng",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 10:27 04/06/2020","Ngày hết hạn: Thứ 3, 10:27 09/06/2020",
422,"Địa chỉ: 398 Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.1 triệu,Phòng đầy đủ tiện nghi sát biển Nguyễn Tất Thành,15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 12:29 01/06/2020","Ngày hết hạn: Thứ 5, 12:29 04/06/2020",
423,"Địa chỉ: 50 Đường Nguyễn Chánh, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.5 triệu,Cho Thuê Trọ Gần Khu Công Nghiệp Hoà Khánh,50m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 12:27 01/06/2020","Ngày hết hạn: Thứ 7, 12:27 06/06/2020",
424,"Địa chỉ: 22 Đường Quang Thành 1, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2 triệu,Trọ mặt tiền 22 Quang Thành 2 - sát Lạc Long Quân - Hòa Khánh,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 11:33 01/06/2020","Ngày hết hạn: Thứ 7, 11:33 06/06/2020",
425,"Địa chỉ: 748/9 Đường Trần Cao Vân, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",2.5 triệu,Phòng Cao Cấp Cho Nữ Thuê Giá Rẻ,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 10:46 01/06/2020","Ngày hết hạn: Thứ 2, 10:46 08/06/2020",
426,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.7 triệu,"Cho Thuê Phòng Trọ Khép Kín Quận Liên Chiểu, Đà Nẵng",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 21:51 30/05/2020","Ngày hết hạn: Thứ 5, 21:51 04/06/2020",
427,"Địa chỉ: 146 Đường Bùi Vịnh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng",1.8 triệu,"Phòng trọ 2 tầng mới xây, thoáng mát tiện nghi",18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 16:23 30/05/2020","Ngày hết hạn: Thứ 2, 16:23 29/06/2020",
428,"Địa chỉ: kiệt 640/53 Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ sạch sẽ, thoáng mát. Giá 1.5 triệu",17m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 11:12 30/05/2020","Ngày hết hạn: Thứ 5, 11:12 04/06/2020",
429,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.5 triệu,Cho thuê phòng trọ cao cấp full nội thất khu Phước Lý,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 15:17 29/05/2020","Ngày hết hạn: Thứ 4, 15:17 03/06/2020",
430,"Địa chỉ: Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",1.5 triệu,Phòng trốn cho thuê giá 1tr5 có vệ sinh riêng,11m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 13:26 28/05/2020","Ngày hết hạn: Thứ 3, 13:26 02/06/2020",
431,"Địa chỉ: K454 Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2.5 triệu,"Phòng trung tâm, gần sân bay, đại học Duy Tân, có gác lửng, lối đi riêng",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 18:04 27/05/2020","Ngày hết hạn: Thứ 2, 18:04 01/06/2020",
432,"Địa chỉ: 31 Đường Bàu Vàng 5, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1.6 triệu,"Cho thuê trọ 18m2-25m2 gần KCN, Gác lững, lối đi riêng, sân phơi sát mỗi phòng",18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 22:01 26/05/2020","Ngày hết hạn: Chủ Nhật, 22:01 31/05/2020",
433,"Địa chỉ: Đường Mẹ Hiền, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng",2 triệu,Cho thuê phòng trọ giá tầm 1.8 triệu đến 2 triệu,19m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 18:16 26/05/2020","Ngày hết hạn: Chủ Nhật, 18:16 31/05/2020",
434,"Địa chỉ: 182 Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",3.1 triệu,Phòng đường lớn đầy đủ nội thất có ban công hoặc gác lửng,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 14:51 26/05/2020","Ngày hết hạn: Chủ Nhật, 14:51 31/05/2020",
435,"Địa chỉ: Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",2 triệu,"Phòng trọ giá rẻ, thoải mái, tự do giờ giấc",24m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 18:27 25/05/2020","Ngày hết hạn: Thứ 7, 18:27 30/05/2020",
436,"Địa chỉ: Đường Bình Hòa 10, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",2.3 triệu,Cho thuê phòng trọ 18 Bình Hoà 10 bên cạnh triển lãm - đối diện bệnh viện Tâm Trí,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 16:05 25/05/2020","Ngày hết hạn: Thứ 7, 16:05 30/05/2020",
437,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.2 triệu,"Trọ mới xây gần cầu vượt ngã 3 Huế, giá ưu đãi",29m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 15:11 25/05/2020","Ngày hết hạn: Thứ 7, 15:11 30/05/2020",
438,"Địa chỉ: k98/01/06 Đường Châu Thượng Văn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",1.5 triệu,Phòng trọ giá rẻ - Hải Châu - Đà Nẵng,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 15:04 25/05/2020","Ngày hết hạn: Thứ 7, 15:04 30/05/2020",
439,"Địa chỉ: 10/10 Đường Nguyễn Trường Tộ, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",1.2 triệu,Phòng trọ trong nhà nguyên căn trung tâm thành phố sạch sẽ đầy đủ tiện nghi trong nhà,12m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 15:51 22/05/2020","Ngày hết hạn: Thứ 4, 15:51 27/05/2020",
440,"Địa chỉ: 114 Đường Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ khu vực Hòa Xuân, Đà Nẵng",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 11:20 22/05/2020","Ngày hết hạn: Thứ 4, 11:20 27/05/2020",
441,"Địa chỉ: 201 Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.5 triệu,Cho thuê phòng trọ đường Tô Hiệu,15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 11:14 21/05/2020","Ngày hết hạn: Thứ 3, 11:14 26/05/2020",
442,"Địa chỉ: 33 Đường Hoàng Xuân Nhị, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",3.5 triệu,"Nhà Hải Châu cho thuê phòng, mặt bằng kinh doanh hoặc nhà nguyên căn",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 19:51 20/05/2020","Ngày hết hạn: Thứ 2, 19:51 25/05/2020",
443,"Địa chỉ: 32 Đường Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ giá rẻ quận Sơn Trà, Đà Nẵng",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 21:17 19/05/2020","Ngày hết hạn: Chủ Nhật, 21:17 24/05/2020",
444,"Địa chỉ: Đường Trần Văn Trà, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu,CHO THUÊ PHÒNG MỚI 100% ĐẸP HIỆN ĐẠI & THOÁNG MÁT,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 15:51 19/05/2020","Ngày hết hạn: Chủ Nhật, 15:51 24/05/2020",
445,"Địa chỉ: Đường Doãn Uẩn, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",2.5 triệu,Phòng đã trang bị nội thất song song Lê Văn Hiến,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 10:57 19/05/2020","Ngày hết hạn: Thứ 6, 10:38 22/05/2020",
446,"Địa chỉ: 42 Đường Mai Dị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2 triệu,Cho thuê phòng trọ sinh viên Hải Châu,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 20:11 17/05/2020","Ngày hết hạn: Thứ 6, 20:11 22/05/2020",
447,"Địa chỉ: Đường số 4, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",2.3 triệu,"Phòng 32m2 chung cư Hòa Khánh, Đà Nẵng",32m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 22:27 16/05/2020","Ngày hết hạn: Thứ 5, 22:27 21/05/2020",
448,"Địa chỉ: 61 Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu,"Phòng Trọ Cao Cấp, View Biển Đầy đủ tiện nghi",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 22:29 15/05/2020","Ngày hết hạn: Thứ 4, 22:29 20/05/2020",
449,"Địa chỉ: 18/3 Đường Nguyễn Đức An, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",2.7 triệu,"Cho thuê phòng trọ quận Sơn Trà, mới xây 100%, sát biển 200m",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 22:06 15/05/2020","Ngày hết hạn: Thứ 4, 22:06 20/05/2020",
450,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu,Cho thuê phòng giá rẻ mắt tiền 10m5,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 16:05 15/05/2020","Ngày hết hạn: Thứ 4, 16:05 20/05/2020",
451,"Địa chỉ: Đường Nhơn Hòa 5, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu,"Còn phòng trọ trống tại 08 Đinh Nhật Tân, Cẩm Lệ, Đà Nẵng",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 17:51 14/05/2020","Ngày hết hạn: Thứ 3, 17:51 19/05/2020",
452,"Địa chỉ: Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.8 triệu,Cho thuê trọ mới xây đẹp yên tĩnh 22 Nguyễn Thị Cận sau bến xe Trung tâm,18m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 15:45 13/05/2020","Ngày hết hạn: Thứ 2, 15:45 18/05/2020",
453,"Địa chỉ: K191/29 Phố Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",2.5 triệu,Cho thuê phòng trọ giá hợp lý thích hợp cho gia đình nhỏ,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 13:25 12/05/2020","Ngày hết hạn: Chủ Nhật, 13:25 17/05/2020",
454,"Địa chỉ: K64/37 Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng",2.5 triệu,"Cho thuê phòng trọ 35m2, Tam Thuận",35m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 18:45 11/05/2020","Ngày hết hạn: Thứ 7, 18:45 16/05/2020",
455,"Địa chỉ: 108a Đường Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ nữ Cẩm Lệ, 19m2",19m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 16:02 10/05/2020","Ngày hết hạn: Thứ 6, 16:02 15/05/2020",
456,"Địa chỉ: 122/32/1 Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2.5 triệu,122/32/1 PHAN THANH PHÒNG TRỌ MỚI XÂY 2.5TR/TH ĐẦY ĐỦ TIỆN NGHI,10m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Chủ Nhật, 02:56 10/05/2020","Ngày hết hạn: Thứ 6, 02:56 15/05/2020",
457,"Địa chỉ: 122/32 Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2.5 triệu,"Phòng trọ mới xây Phan Thanh, Đà Nẵng",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 17:26 08/05/2020","Ngày hết hạn: Thứ 6, 17:26 15/05/2020",
458,"Địa chỉ: K105/20 Nguyễn Tri Phương Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ dành cho nữ phòng trọ rộng (vệ sinh ngoài, sạch sẽ) 105/20 Nguyễn Tri Phương (0905876593)",12m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 16:13 08/05/2020","Ngày hết hạn: Thứ 4, 16:13 13/05/2020",
459,"Địa chỉ: 463 Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",1.1 triệu,Phòng điều hòa giường tầng tiện nghi khép kín cạnh công viên 29/3,40m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 08:09 08/05/2020","Ngày hết hạn: Thứ 4, 08:09 13/05/2020",
460,"Địa chỉ: 32 Đường Nại Hiên Đông 11, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",2.3 triệu,"Cho thuê phòng trọ tầng kiểu căn hộ mini khép kín, đủ tiện nghi",23m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 10:47 07/05/2020","Ngày hết hạn: Thứ 3, 10:47 12/05/2020",
461,"Địa chỉ: 45 Đường Điện Biên Phủ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",2 triệu,Cho thuê nhà trọ giá siêu rẻ chỉ từ 2-3tr/1tháng ngay trung tâm thành phố,40m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 15:09 06/05/2020","Ngày hết hạn: Thứ 2, 15:09 11/05/2020",
462,"Địa chỉ: 08 Đường Trung Nghĩa 7, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2.5 triệu,Cho thuê phòng trọ cao cấp thích hợp cho gia đình trẻ,35m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 21:29 05/05/2020","Ngày hết hạn: Chủ Nhật, 21:29 10/05/2020",
463,"Địa chỉ: k28 Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",1.2 triệu,"Có phòng trọ tốt cho thuê ở đường ỷ lan nguyên phi, đường Duy Tân (quận hải châu , đà nẵng (chính chủ).",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 14:41 05/05/2020","Ngày hết hạn: Chủ Nhật, 14:41 10/05/2020",
464,"Địa chỉ: 137 Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng",1.7 triệu,"Cho thuê phòng chỉ 1,7 triệu ngay gần chợ Thuận An, Thanh Khê.",13m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 13:06 05/05/2020","Ngày hết hạn: Chủ Nhật, 13:06 10/05/2020",
465,"Địa chỉ: Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2.3 triệu,"Cho thuê nhà, phòng trọ tại khu dân cư Hòa Xuân",30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 10:10 05/05/2020","Ngày hết hạn: Thứ 5, 10:10 04/06/2020",
466,"Địa chỉ: Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",2 triệu,Cho thuê phòng ở trong nhà nguyên căn,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 16:05 04/05/2020","Ngày hết hạn: Thứ 7, 16:05 09/05/2020",
467,"Địa chỉ: 266/2 Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",4 triệu,"Cho thuê phòng giá rẻ gần cầu Sông Hàn hơn 100m và cầu Rồng, khu vực Phạm Văn Đồng",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 14:22 02/05/2020","Ngày hết hạn: Thứ 5, 14:22 07/05/2020",
468,"Địa chỉ: Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",1.3 triệu,CHO THUÊ NHÀ TRỌ SINH VIÊN GIÁ RẺ GẦN TRƯỜNG ĐH KINH TẾ KHU GIÁO VIÊN,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 18:47 01/05/2020","Ngày hết hạn: Thứ 4, 18:47 06/05/2020",
469,"Địa chỉ: Đường Nguyễn Đức Thiệu, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",2 triệu,‼‼CHO THUÊ PHÒNG TRỌ ĐÀ NẴNG‼‼,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 09:51 01/05/2020","Ngày hết hạn: Thứ 4, 09:51 06/05/2020",
470,"Địa chỉ: 1041 Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",1.7 triệu,"PHÒNG TRỌ GIÁ RẺ NGAY TTTP, MẶT BIỂN, GIỜ GIẤC TỰ DO",15m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 17:48 30/04/2020","Ngày hết hạn: Thứ 3, 17:48 05/05/2020",
471,"Địa chỉ: 99A Đường Thanh Long, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",3.2 triệu,phòng trong nhà nguyên căn gần chợ đống đa,39m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 16:22 30/04/2020","Ngày hết hạn: Thứ 3, 16:22 05/05/2020",
472,"Địa chỉ: 162 Đường Hồ Tùng Mậu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",2 triệu,Cho thuê phòng trọ mới xây tại 162 Hồ Tùng Mậu,20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 15:56 30/04/2020","Ngày hết hạn: Thứ 3, 15:56 05/05/2020",
473,"Địa chỉ: 27 Phố Nguyễn Khắc Nhu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.2 triệu,Cho thuê phòng trọ gần Đại học sư phạm,25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 10:45 30/04/2020","Ngày hết hạn: Thứ 3, 10:45 05/05/2020",
474,"Địa chỉ: K33B/12 Đường Cao Thắng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng",3 triệu,"Phòng trọ trung tâm Hải Châu, gần chợ, trường, cạnh bệnh viện.",35m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 22:17 28/04/2020","Ngày hết hạn: Chủ Nhật, 22:17 03/05/2020",
475,"Địa chỉ: Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu,"Cho thuê phòng trọ 78, An Dương Vương, Q. Ngũ Hành Sơn, Đà Nẵng",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 18:07 28/04/2020","Ngày hết hạn: Chủ Nhật, 18:07 03/05/2020",
476,"Địa chỉ: Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",3 triệu,Cho thuê nhà trọ full nội thất,30m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 6, 14:50 24/04/2020","Ngày hết hạn: Thứ 4, 14:50 29/04/2020",
477,"Địa chỉ: 04 Phố Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1.5 triệu,Phòng trọ nữ- Liên Chiểu (còn 2 phòng),25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Nữ,Gói tin: Tin thường,"Ngày đăng: Thứ 5, 16:12 23/04/2020","Ngày hết hạn: Thứ 3, 16:12 28/04/2020",
478,"Địa chỉ: k14/2 Đường Nam Sơn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",2 triệu,Khu nhà Trọ cho thuê sau lưng trg Phương Đông,17m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 13:33 18/04/2020","Ngày hết hạn: Thứ 5, 13:33 23/04/2020",
479,"Địa chỉ: 164/78 Đường Nguyễn Chánh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",1 triệu,"Phòng trọ có gác lửng, 164/78 Nguyễn Chánh, cách biển 100m",20m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 4, 09:52 15/04/2020","Ngày hết hạn: Thứ 2, 09:52 20/04/2020",
480,"Địa chỉ: Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",1.8 triệu,Cho thuê phòng trọ đường Lâm Hoành,16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 2, 10:12 13/04/2020","Ngày hết hạn: Thứ 7, 10:12 18/04/2020",
481,"Địa chỉ: Phố Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",700.000 đ,"PHÒNG TRỌ có Internet WIFI, camera an ninh tại làng đại học Đà Nẵng",14m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 10:19 11/04/2020","Ngày hết hạn: Thứ 5, 10:19 16/04/2020",
482,"Địa chỉ: 25 Đường Nguyễn Khang, Phường An Khê, Quận Thanh Khê, Đà Nẵng",1.5 triệu,"Cho thuê phòng trọ tại 25 Đường Nguyễn Khang, Phường An Khê, Quận Thanh Khê, Đà Nẵng",25m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 3, 21:14 07/04/2020","Ngày hết hạn: Chủ Nhật, 21:14 12/04/2020",
483,"Địa chỉ: K123/H83/21 Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",1.7 triệu,"Cho thuê phòng trọ trên lầu, gác lửng",16m2,"Loại tin rao: Phòng trọ, nhà trọ",Đối tượng thuê: Tất cả,Gói tin: Tin thường,"Ngày đăng: Thứ 7, 11:42 04/04/2020","Ngày hết hạn: Thứ 5, 11:42 09/04/2020",
